WL     Counts
7957.57    2194.259000
7959.12    2229.214000
7960.66    2247.926000
7962.20    2276.051000
7963.75    2279.960000
7965.29    2281.662000
7966.83    2267.435000
7968.38    2239.589000
7969.92    2237.574000
7971.46    2263.830000
7973.01    2249.452000
7974.55    2247.013000
7976.09    2210.693000
7977.63    2190.588000
7979.18    2189.754000
7980.72    2202.594000
7982.26    2176.529000
7983.81    2177.802000
7985.35    2198.973000
7986.89    2211.205000
7988.44    2186.953000
7989.98    2184.869000
7991.52    2183.048000
7993.06    2170.606000
7994.61    2160.677000
7996.15    2136.593000
7997.69    2111.301000
7999.24    2069.008000
8000.78    2035.770000
8002.32    2046.356000
8003.86    2066.640000
8005.41    2065.863000
8006.95    2075.925000
8008.49    2052.778000
8010.04    2057.076000
8011.58    2065.429000
8013.12    2064.043000
8014.67    2020.275000
8016.21    2014.946000
8017.75    2030.548000
8019.30    2018.288000
8020.84    2014.540000
8022.38    2014.173000
8023.92    2031.036000
8025.47    2023.865000
8027.01    2030.842000
8028.55    2064.600000
8030.10    2095.652000
8031.64    2071.149000
8033.18    2072.967000
8034.73    2006.608000
8036.27    2005.545000
8037.81    2136.809000
8039.35    2134.495000
8040.90    2118.069000
8042.44    2112.624000
8043.98    2126.347000
8045.53    2100.378000
8047.07    2073.585000
8048.61    2067.707000
8050.15    2077.830000
8051.70    2097.503000
8053.24    2123.517000
8054.78    2086.627000
8056.33    2081.829000
8057.87    2076.929000
8059.41    2085.467000
8060.96    2065.207000
8062.50    2067.665000
8064.04    2121.518000
8065.59    2101.752000
8067.13    2057.167000
8068.67    2060.318000
8070.21    2091.470000
8071.76    2067.387000
8073.30    2051.398000
8074.84    2075.606000
8076.39    2109.671000
8077.93    2084.799000
8079.47    2083.981000
8081.02    2077.753000
8082.56    2085.305000
8084.10    2105.088000
8085.64    2107.552000
8087.19    2117.321000
8088.73    2093.216000
8090.27    1989.277000
8091.81    2020.943000
8093.36    2144.033000
8094.90    2113.718000
8096.44    2083.786000
8097.99    2045.725000
8099.53    2020.489000
8101.07    2037.498000
8102.62    2060.203000
8104.16    2042.092000
8105.70    2045.989000
8107.25    2013.729000
8108.79    2016.160000
8110.33    1986.756000
8111.88    1991.988000
8113.42    2068.437000
8114.96    2051.854000
8116.50    2024.449000
8118.05    2008.356000
8119.59    1995.921000
8121.13    2020.944000
8122.68    2069.289000
8124.22    2033.181000
8125.76    2018.307000
8127.31    1971.323000
8128.85    1958.914000
8130.39    1928.437000
8131.93    1929.022000
8133.48    1856.553000
8135.02    1850.922000
8136.56    1856.238000
8138.11    1856.744000
8139.65    1903.481000
8141.19    1878.293000
8142.73    1833.734000
8144.28    1811.033000
8145.82    1792.804000
8147.36    1771.822000
8148.91    1763.506000
8150.45    1751.284000
8151.99    1753.724000
8153.54    1795.563000
8155.08    1819.247000
8156.62    1798.296000
8158.16    1802.227000
8159.71    1757.193000
8161.25    1748.291000
8162.79    1683.399000
8164.34    1674.515000
8165.88    1669.328000
8167.42    1685.323000
8168.97    1734.704000
8170.51    1736.044000
8172.05    1751.022000
8173.60    1715.564000
8175.14    1700.531000
8176.68    1705.598000
8178.22    1716.471000
8179.77    1740.836000
8181.31    1754.024000
8182.85    1800.713000
8184.40    1804.604000
8185.94    1795.824000
8187.48    1788.654000
8189.02    1790.205000
8190.57    1777.421000
8192.11    1769.003000
8193.65    1763.943000
8195.20    1773.136000
8196.74    1763.469000
8198.28    1769.650000
8199.83    1828.276000
8201.37    1873.834000
8202.91    1863.812000
8204.45    1869.994000
8206.00    1870.428000
8207.54    1879.955000
8209.08    1919.365000
8210.63    1927.420000
8212.17    1987.858000
8213.71    1964.110000
8215.26    1923.182000
8216.80    1897.915000
8218.34    1875.247000
8219.89    1846.406000
8221.43    1828.873000
8222.97    1765.688000
8224.51    1734.989000
8226.06    1679.444000
8227.60    1667.111000
8229.14    1628.147000
8230.69    1627.510000
8232.23    1673.261000
8233.77    1681.088000
8235.31    1763.349000
8236.86    1776.055000
8238.40    1871.290000
8239.94    1860.746000
8241.49    1863.729000
8243.03    1845.740000
8244.57    1837.566000
8246.11    1857.901000
8247.66    1890.748000
8249.20    1902.077000
8250.74    1920.887000
8252.29    1910.235000
8253.83    1916.542000
8255.37    1893.810000
8256.92    1891.760000
8258.46    1860.393000
8260.00    1854.707000
8261.55    1871.128000
8263.09    1859.663000
8264.63    1858.299000
8266.17    1836.441000
8267.72    1821.055000
8269.26    1826.614000
8270.80    1846.784000
8272.35    1798.855000
8273.89    1780.887000
8275.43    1717.683000
8276.98    1704.224000
8278.52    1703.782000
8280.06    1711.399000
8281.60    1702.921000
8283.15    1702.552000
8284.69    1706.123000
8286.23    1698.476000
8287.78    1700.172000
8289.32    1699.047000
8290.86    1720.499000
8292.41    1723.422000
8293.95    1744.822000
8295.49    1736.404000
8297.03    1741.579000
8298.58    1762.704000
8300.12    1784.569000
8301.66    1761.157000
8303.21    1763.508000
8304.75    1769.312000
8306.29    1770.749000
8307.84    1783.290000
8309.38    1775.313000
8310.92    1775.011000
8312.47    1770.274000
8314.01    1786.860000
8315.55    1778.323000
8317.09    1785.237000
8318.64    1758.437000
8320.18    1745.297000
8321.72    1728.965000
8323.27    1731.418000
8324.81    1769.889000
8326.35    1793.943000
8327.90    1850.143000
8329.44    1867.473000
8330.98    1771.355000
8332.52    1768.283000
8334.07    1764.085000
8335.61    1772.152000
8337.15    1833.520000
8338.69    1820.428000
8340.24    1818.508000
8341.78    1811.406000
8343.32    1820.632000
8344.87    1817.722000
8346.41    1827.676000
8347.95    1803.067000
8349.50    1803.631000
8351.04    1715.990000
8352.58    1704.695000
8354.12    1712.316000
8355.67    1710.000000
8357.21    1665.036000
8358.75    1665.447000
8360.30    1706.762000
8361.84    1711.154000
8363.38    1749.491000
8364.93    1733.056000
8366.47    1727.711000
8368.01    1703.792000
8369.56    1694.184000
8371.10    1683.886000
8372.64    1689.794000
8374.18    1688.108000
8375.73    1697.483000
8377.27    1655.406000
8378.81    1656.688000
8380.36    1738.273000
8381.90    1733.836000
8383.44    1702.967000
8384.99    1698.985000
8386.53    1713.814000
8388.07    1696.786000
8389.61    1686.661000
8391.16    1644.464000
8392.70    1612.218000
8394.24    1605.163000
8395.79    1610.625000
8397.33    1670.052000
8398.87    1705.202000
8400.42    1711.799000
8401.96    1722.416000
8403.50    1722.192000
8405.05    1719.237000
8406.59    1691.647000
8408.13    1673.880000
8409.67    1633.889000
8411.22    1623.663000
8412.76    1620.342000
8414.30    1624.327000
8415.85    1647.230000
8417.39    1622.053000
8418.93    1611.807000
8420.48    1584.220000
8422.02    1580.474000
8423.56    1588.066000
8425.10    1599.405000
8426.65    1568.652000
8428.19    1565.116000
8429.73    1621.226000
8431.27    1611.639000
8432.82    1602.226000
8434.36    1606.350000
8435.90    1643.796000
8437.45    1606.199000
8438.99    1560.499000
8440.53    1568.651000
8442.08    1591.738000
8443.62    1552.628000
8445.16    1536.745000
8446.70    1609.936000
8448.25    1647.913000
8449.79    1627.688000
8451.33    1632.490000
8452.88    1628.740000
8454.42    1622.885000
8455.96    1569.718000
8457.51    1569.416000
8459.05    1604.065000
8460.59    1589.121000
8462.14    1575.752000
8463.68    1595.810000
8465.22    1638.394000
8466.76    1621.192000
8468.31    1620.315000
8469.85    1618.441000
8471.39    1626.712000
8472.94    1568.466000
8474.48    1561.887000
8476.02    1485.381000
8477.57    1479.420000
8479.11    1564.101000
8480.65    1563.809000
8482.19    1610.507000
8483.74    1590.246000
8485.28    1556.524000
8486.82    1549.912000
8488.37    1557.272000
8489.91    1584.568000
8491.45    1625.749000
8493.00    1582.051000
8494.54    1565.064000
8496.08    1633.456000
8497.62    1667.311000
8499.17    1619.061000
8500.71    1619.521000
8502.25    1555.657000
8503.80    1552.368000
8505.34    1549.562000
8506.88    1540.225000
8508.43    1537.835000
