                  ID                Teff            Teff_err              log(g)          log(g)_err              [Fe/H]          [Fe/H]_err                sHRD
                5986             4760.00             100.000             2.40000           0.0100000           0.0100000          0.00100000             1.70284
                5987             4700.00             100.000             2.53000            0.125033             0.00000           0.0251661             1.55080
                5988                6360                222.               4.300                0.03          -0.0700000           0.0300000            0.306241
                5989                4800                 100               2.800               0.200           0.0400000           0.0100000             1.31738
                5990                4710                 100               2.400               0.300           -0.110000            0.130000             1.68450
                5991             4747.00             100.000             2.62000            0.181475             0.00000           0.0152753             1.47809
                5992                6275                219.               4.200                0.03          -0.0500000           0.0400000            0.382868
                5993             4817.00             100.000             2.69000           0.0665832           0.0200000           0.0264575             1.43352
                5994             4750.00             100.000             2.40000           0.0100000          -0.0200000          0.00100000             1.69919
                5995                6820                238.               4.400                0.03           0.0200000           0.0600000            0.327551
                5996                4000                 100               0.200               0.300            -1.42000            0.100000             3.60065
                5997                4150                 100               0.400               0.300            -1.53000           0.0900000             3.46461
                5998                4250                 100               0.700               0.300            -1.59000           0.0900000             3.20597
                5999                4250                 100               1.300               0.300            -1.38000           0.0900000             2.60597
                6000                4150                 100               0.700               0.300            -1.55000           0.0900000             3.16461
                6001                4250                 100               0.900               0.300            -1.42000           0.0900000             3.00597
                6002                4500                 100               0.800               0.300            -1.41000           0.0900000             3.20526
                6003                4350                 100               0.800               0.300            -1.52000           0.0900000             3.14637
                6004                4250                 100               1.200               0.300            -1.39000           0.0900000             2.70597
                6005                4250                 100               1.000               0.300            -1.49000           0.0900000             2.90597
                6006                4250                 100               0.700               0.300            -1.47000           0.0900000             3.20597
                6007             4938.00             121.622             2.54000            0.226274             0.00000           0.0494975             1.62662
                6008             5218.00             204.354             3.09000            0.410122           0.0100000            0.106066             1.17243
                6009                7100                  50               4.100               0.100           -0.170000           0.0700000            0.697447
                6010                6650                  50               4.800               0.100          -0.0700000           0.0700000           -0.116301
                6011                6800                  50               4.400               0.100           -0.150000           0.0700000            0.322449
                6012                4900                  90               2.060               0.250           -0.140000           0.0600000             2.09320
                6013                4850                  90               2.200               0.250          -0.0600000            0.110000             1.93538
                6014                5000                  90               2.700               0.250           -0.150000            0.130000             1.48829
                6015             4569.00             123.744             2.08000            0.120208           -0.130000          0.00707107             1.95170
                6016             5154.00             100.000             2.76000            0.141421             0.00000           0.0212132             1.48099
                6017             5186.00             152.735             2.72000            0.127279             0.00000           0.0636396             1.53174
                6018                4200                147.               0.650                0.03            -1.49000            0.120000             3.23541
                6019                4300                150.               1.000                0.03            -1.45000            0.100000             2.92629
                6020                4150                145.               0.500                0.03            -1.48000           0.0700000             3.36461
                6021                3930                137.               0.100                0.03            -1.50000           0.0700000             3.66998
                6022             4236.00             100.000            0.700000           0.0707107            -1.45000           0.0494974             3.20024
                6023             4080.00             100.000            0.300000           0.0353553            -1.54000          0.00707106             3.53505
                6024                4060                142.               0.450                0.03            -1.55000           0.0900000             3.37652
                6025             5253.00             100.000             3.20000           0.0212132           0.0500000           0.0353553             1.07404
                6026                4381                153.               1.050                0.03            -1.53000            0.110000             2.90871
                6027                4000                140.               0.500                0.03            -1.38000            0.110000             3.30065
                6028                6100                213.               2.630                0.03            -1.77000            0.100000             1.90373
                6029                4961                173.               1.840                0.03            -1.59000            0.110000             2.33469
                6030                4630                162.               1.440                0.03            -1.56000            0.110000             2.61474
                6031                4740                165.               1.820                0.03            -1.37000            0.110000             2.27553
                6032                4818                168.               2.150                0.03            -1.51000            0.110000             1.97388
                6033                4100                143.               0.660                0.03            -1.30000            0.110000             3.18355
                6034                4236                148.               0.610                0.03            -1.49000            0.110000             3.29024
                6035                4893                171.               1.710                0.03            -1.66000            0.110000             2.44071
                6036                4475                156.               1.300                0.03            -1.38000            0.110000             2.69559
                6037                5400                189.               2.360                0.03            -1.82000            0.100000             1.96199
                6038                4584                160.               1.300                0.03            -1.50000            0.110000             2.73739
                6039                4940                  90               2.740               0.200            0.110000            0.160000             1.42732
                6040                4950                  90               2.830               0.200            0.110000            0.120000             1.34083
                6041                5050                  90               2.920               0.200            0.160000            0.140000             1.28558
                6042                4555                  60               2.250               0.080           0.0400000            0.100000             1.77637
                6043                4980                  60               2.950               0.080            0.210000            0.110000             1.23133
                6044                4980                  90               2.520               0.200            0.240000            0.160000             1.66133
                6045                5000                  90               2.980               0.200           0.0500000            0.110000             1.20829
                6046                5000                  90               3.100               0.200            0.220000            0.160000             1.08829
                6047                4785                  60               2.550               0.080            0.100000            0.100000             1.56194
                6048                5050                  70               2.300               0.250            0.130000            0.100000             1.90558
                6049                4670                  70               2.100               0.250           0.0700000           0.0800000             1.96968
                6050                4160                145.               0.500                0.03            -1.61000            0.110000             3.36879
                6051                3990                139.               0.100                0.03            -1.67000            0.110000             3.69630
                6052                4030                141.               0.200                0.03            -1.70000           0.0800000             3.61363
                6053                4880                170.               1.850                0.03            -2.39000            0.100000             2.29609
                6054                4760                166.               1.600                0.03            -2.74000           0.0500000             2.50284
                6055                4560                159.               1.350                0.03            -2.74000           0.0500000             2.67827
                6056                4730                165.               1.550                0.03            -2.78000           0.0600000             2.54186
                6057                4680                163.               1.450                0.03            -2.74000           0.0200000             2.62340
                6058             4300.00             100.000            0.600000            0.282843            -2.27000            0.374767             3.32629
                6059                4740                165.               1.750                0.03            -2.72000           0.0700000             2.34553
                6060                4900                171.               1.800                0.03            -2.61000           0.0600000             2.35320
                6061                4750                166.               1.700                0.03            -2.61000           0.0400000             2.39919
                6062                4720                165.               1.600                0.03            -2.65000           0.0300000             2.48818
                6063                4780                167.               1.750                0.03            -2.55000           0.0900000             2.36012
                6064                4940                172.               2.000                0.03            -2.35000           0.0700000             2.16732
                6065                4780                167.               1.700                0.03            -2.52000           0.0500000             2.41012
                6066                4500                157.               1.050                0.03            -2.73000           0.0500000             2.95526
                6067                4470                156.               1.100                0.03            -2.72000           0.0400000             2.89364
                6068                4450                155.               1.000                0.03            -2.89000           0.0600000             2.98585
                6069                5140                179.               2.000                0.03            -2.68000           0.0400000             2.23627
                6070                4670                163.               1.400                0.03            -2.69000           0.0500000             2.66968
                6071                4180                146.               0.100                0.03            -2.24000           0.0700000             3.77712
                6072                4260                149.               0.300                0.03            -2.25000           0.0700000             3.61005
                6073                4340                151.               0.350                0.03            -2.27000           0.0700000             3.59237
                6074                4300                150.               0.700                0.03            -2.32000           0.0700000             3.22629
                6075                4844                  70               2.430               0.600            0.120000            0.220000             1.70323
                6076             5039.00             250.316             2.85000            0.403051            0.140000            0.141421             1.35179
                6077             4518.00             161.745             2.09000            0.251462          -0.0100000            0.193132             1.92220
                6078                4750                 150               2.500               0.500            0.340000            0.130000             1.59919
                6079                4600                 150               2.500               0.400            0.310000            0.140000             1.54344
                6080                4750                 150               2.900               0.400            0.210000            0.130000             1.19919
                6081                4500                 150               1.500               0.400           0.0500000            0.160000             2.50526
                6082                4500                 100               1.400               0.300           0.0900000            0.110000             2.60526
                6083                4600                 150               2.000               0.300            0.130000            0.140000             2.04344
                6084                4250                 150               1.600               0.400          -0.0100000            0.110000             2.30597
                6085                4500                 150               1.300               0.300           0.0100000            0.140000             2.70526
                6086                4750                 150               2.500               0.400            0.280000            0.120000             1.59919
                6087             4512.00             100.000             2.32000           0.0100000            0.470000          0.00100000             1.68989
                6088             4463.00             100.000             2.30000           0.0100000            0.400000          0.00100000             1.69092
                6089             4473.00             100.000             2.33000           0.0100000            0.560000          0.00100000             1.66481
                6090             4468.00             100.000             2.35000           0.0100000            0.450000          0.00100000             1.64287
                6091                4835                  70               2.610               0.190            0.100000            0.160000             1.52000
                6092                4855                  70               2.600               0.190           0.0800000            0.120000             1.53717
                6093                4740                  70               2.720               0.190           0.0900000            0.200000             1.37553
                6094                5600                196.               2.100                0.03            -2.74000            0.110000             2.28517
                6095             4375.00             100.000            0.450000            0.106066            -2.34000            0.134350             3.50633
                6096             4400.00             123.744            0.300000           0.0100000            -2.43000           0.0777817             3.66622
                6097             4375.00             100.000            0.300000           0.0100000            -2.41000            0.113137             3.65633
                6098                5300                185.               1.650                0.03            -2.69000            0.120000             2.63952
                6099                6000                210.               2.700                0.03            -2.63000            0.150000             1.80502
                6100                5750                201.               2.400                0.03            -2.65000            0.120000             2.03108
                6101                4950                173.               1.300                0.03            -2.77000            0.140000             2.87083
                6102                4450                  50               0.900               0.250            -2.40000           0.0500000             3.08585
                6103                6200                217.               2.700                0.03            -2.62000            0.120000             1.86198
                6104                4425                  50               0.750               0.250            -2.34000           0.0500000             3.22607
                6105                4450                  50               0.800               0.250            -2.44000           0.0500000             3.18585
                6106                4400                  50               0.650               0.250            -2.44000           0.0500000             3.31622
                6107                4200                  50               0.150               0.250            -2.38000           0.0500000             3.73541
                6108                4400                  50               0.650               0.250            -2.40000           0.0500000             3.31622
                6109                4375                  50               0.500               0.250            -2.43000           0.0500000             3.45633
                6110                4325                  50               0.450               0.250            -2.42000           0.0500000             3.48636
                6111                4350                  50               0.600               0.250            -2.44000           0.0500000             3.34637
                6112                4225                  50               0.300               0.250            -2.34000           0.0500000             3.59572
                6113                4325                  50               0.250               0.250            -2.42000           0.0500000             3.68636
                6114                4275                  50               0.650               0.250            -2.35000           0.0500000             3.26616
                6115                4275                  50               0.650               0.250            -2.42000           0.0500000             3.26616
                6116                4275                  50               0.500               0.250            -2.38000           0.0500000             3.41616
                6117                4625                  50               1.300               0.250            -2.41000           0.0500000             2.75286
                6118                5660                 160               4.400                0.03          -0.0800000            0.140000          0.00367928
                6119                6185                 157               4.300                0.03           -0.130000           0.0700000            0.257771
                6120                5550                 100               4.450                0.03          -0.0600000            0.200000          -0.0804148
                6121                6055                  88               4.300                0.03          -0.0800000            0.110000            0.220869
                6122                6040                 120               4.200                0.03           -0.150000           0.0600000            0.316561
                6123                6585                  45               4.200                0.03          -0.0300000            0.230000            0.466637
                6124                5810                 170               4.500                0.03          -0.0300000            0.120000          -0.0508823
                6125                6385                  55               4.300                0.03           -0.150000            0.150000            0.313057
                6126               12630                442.               3.600                0.03           -0.100000            0.230000             2.19803
                6127                8300                290.               3.500                0.03           -0.200000            0.180000             1.56873
                6128                8950                313.               4.000                0.03           -0.230000            0.190000             1.19971
                6129                8500                297.               3.700                0.03           -0.130000            0.230000             1.41009
                6130                3850                 100               0.500               0.300          -0.0300000            0.120000             3.23426
                6131                4190                 100               1.300               0.300          -0.0800000            0.100000             2.58127
                6132                4090                 100               1.100               0.300          -0.0700000           0.0700000             2.73931
                6133                4970                 100               2.400               0.300             0.00000           0.0500000             1.77784
                6134                4180                 100               1.200               0.300           -0.150000            0.100000             2.67712
                6135               10680                373.               3.600                0.03          -0.0800000            0.170000             1.90670
                6136                4900                 100               2.300               0.300           0.0200000           0.0700000             1.85320
                6137                8600                301.               3.500                0.03           -0.130000            0.190000             1.63041
                6138                3920                 100               0.700               0.300          -0.0100000            0.110000             3.06556
                6139                4430                 100               1.800               0.300          -0.0400000           0.0900000             2.17803
                6140                8900                311.               3.700                0.03           -0.120000            0.200000             1.48997
                6141                4400                  50               5.000               0.500            -2.00000           0.0500000            -1.03378
                6142                6020                 100               4.500               0.250           -0.480000           0.0600000           0.0107994
                6143                5995                 100               4.310               0.300            -1.50000            0.110000            0.193570
                6144                6085                  30               4.130               0.050            -1.09000           0.0400000            0.399455
                6145                5150                 100               4.400               0.250           -0.640000           0.0600000           -0.160358
                6146                5643                  30               4.380               0.050            -1.10000           0.0400000           0.0184536
                6147                4798                  34               4.600               0.040           0.0100000           0.0900000           -0.483346
                6148                5830                  30               4.260               0.050           -0.890000           0.0400000            0.195087
                6149                6154                 100               5.000               0.300            -2.92000            0.110000           -0.450957
                6150                5968                  30               4.090               0.050           -0.810000           0.0400000            0.405728
                6151                5433                 100               5.000               0.300            -1.19000            0.200000           -0.667428
                6152                5438                 100               5.000               0.300           -0.800000            0.150000           -0.665830
                6153                5770                 100               4.850               0.300            -1.36000            0.130000           -0.412884
                6154                6533                 100               4.730               0.300            -1.33000            0.100000          -0.0771360
                6155                5625                  30               3.640               0.050            -1.42000           0.0400000            0.752903
                6156                6312                 100               4.590               0.300            -1.78000           0.0900000          0.00308132
                6157                4998                 100               2.400               0.300            -1.44000            0.180000             1.78760
                6158                5662                 100               5.000               0.300            -1.10000            0.120000           -0.595708
                6159                5828                  30               3.860               0.050            -1.40000           0.0400000            0.594491
                6160                6606                 100               5.000               0.300            -1.06000            0.100000           -0.327832
                6161             5740.00             127.986             4.48000           0.0565685           -0.900000           0.0212132          -0.0519390
                6162                5995                 100               5.000               0.300            -1.15000            0.120000           -0.496430
                6163                5675                 100               5.000               0.300            -1.45000            0.110000           -0.591723
                6164                6275                 100               4.490               0.300            -1.26000            0.110000           0.0928679
                6165                6543                 100               4.870               0.300            -2.26000           0.0800000           -0.214479
                6166                5561                 123               1.200               0.100           -0.150000           0.0500000             3.17303
                6167                4300                150.               0.300                0.03           -0.590000            0.150000             3.62629
                6168                4200                147.               0.200                0.03           -0.720000            0.200000             3.68541
                6169                4300                150.               0.100                0.03           -0.660000            0.220000             3.82629
                6170                4300                150.               0.300                0.03           -0.630000            0.260000             3.62629
                6171                6205                  74               2.000               0.100            0.160000           0.0500000             2.56338
                6172             6546.00             100.000             4.59000            0.410122            -3.15000           0.0707106           0.0663166
                6173                6125                214.               3.610                0.03            -3.37000            0.100000            0.930838
                6174             6422.00             100.000             3.93000           0.0353553            -3.25000           0.0141421            0.693094
                6175                5786                202.               4.020                0.03            -3.46000            0.170000            0.421926
                6176                6158                215.               4.000                0.03            -3.80000            0.170000            0.550172
                6177                6340                221.               4.000                0.03            -3.46000            0.160000            0.600770
                6178                5934                207.               3.710                0.03            -3.44000           0.0900000            0.775804
                6179                6132                214.               3.830                0.03            -3.03000            0.120000            0.712822
                6180                6452                225.               4.200                0.03            -3.29000            0.150000            0.431190
                6181                6393                223.               4.000                0.03            -3.65000            0.110000            0.615232
                6182                6340                221.               4.000                0.03            -3.40000            0.190000            0.600770
                6183                6189                216.               3.900                0.03            -3.16000            0.120000            0.658895
                6184                6179                216.               4.000                0.03            -3.48000            0.110000            0.556086
                6185                6015                210.               4.660                0.03            -3.01000            0.140000           -0.150644
                6186                6246                218.               4.210                0.03            -3.08000            0.110000            0.364821
                6187                4757                  15               2.690               0.050           -0.370000           0.0600000             1.41175
                6188                4720                  10               2.790               0.050          -0.0900000           0.0600000             1.29818
                6189                4702                  10               2.730               0.040           0.0100000           0.0500000             1.35154
                6190                4752                   5               2.550               0.020           -0.460000           0.0300000             1.54992
                6191                4720                   5               2.420               0.030           -0.190000           0.0500000             1.66818
                6192                4620                  10               2.620               0.030           -0.160000           0.0600000             1.43098
                6193                4984                   8               2.870               0.040          -0.0400000           0.0500000             1.31273
                6194                4643                  10               2.740               0.040          -0.0900000           0.0600000             1.31961
                6195                4492                   8               2.810               0.040           0.0800000           0.0600000             1.19217
                6196                4882                  10               3.530               0.030           0.0100000           0.0600000            0.616804
                6197                4913                  10               2.460               0.040           -0.590000           0.0600000             1.69780
                6198                4768                   8               2.600               0.030           -0.180000           0.0600000             1.50576
                6199                4927                   8               3.300               0.030           -0.150000           0.0500000            0.862743
                6200                4649                   8               2.520               0.030           -0.150000           0.0600000             1.54185
                6201                4719                  10               2.800               0.050           -0.330000           0.0700000             1.28781
                6202                4518                  10               2.470               0.040           -0.240000           0.0600000             1.54220
                6203                4781                   8               2.650               0.030           -0.150000           0.0500000             1.46049
                6204                4242                   8               2.090               0.030           -0.650000           0.0500000             1.81270
                6205                4806                  10               2.510               0.030           -0.240000           0.0600000             1.60955
                6206                4800                  10               2.630               0.030          -0.0900000           0.0500000             1.48738
                6207                4730                  10               2.660               0.040           -0.180000           0.0700000             1.43186
                6208                4679                  10               2.490               0.040           -0.380000           0.0600000             1.58302
                6209                6239                  25               4.290               0.050            0.220000           0.0700000            0.282873
                6210                4719                  10               2.380               0.030           -0.180000           0.0500000             1.70781
                6211                4652                   8               2.690               0.030           0.0200000           0.0600000             1.37297
                6212                5002                  25               3.480               0.090           -0.290000            0.110000            0.708988
                6213                4763                  20               3.230               0.080           0.0200000           0.0900000            0.873936
                6214                4972                  10               3.490               0.040           -0.190000           0.0600000            0.688538
                6215                5196                   5               2.890               0.020           0.0300000           0.0500000             1.36509
                6216                4907                  10               2.800               0.040           -0.250000           0.0700000             1.35568
                6217                4719                  10               2.620               0.040           -0.430000           0.0700000             1.46781
                6218                4577                  10               2.370               0.040          -0.0600000           0.0600000             1.66474
                6219                5084                  10               3.290               0.030           -0.400000           0.0600000            0.927236
                6220                4723                   8               2.950               0.040           -0.140000           0.0500000             1.13929
                6221                4658                   5               2.660               0.030           -0.110000           0.0400000             1.40521
                6222                4899                  10               2.820               0.040          -0.0900000           0.0600000             1.33284
                6223                4822                  10               2.810               0.040          -0.0200000           0.0600000             1.31532
                6224                5054                   8               3.570               0.030          -0.0400000           0.0500000            0.636954
                6225                4391                  10               2.160               0.040           -0.260000           0.0700000             1.80267
                6226                4806                  15               2.850               0.060           -0.200000           0.0800000             1.26955
                6227                4263                  20               2.150               0.090           -0.140000           0.0900000             1.76127
                6228                4267                  23               2.260               0.090           -0.110000           0.0900000             1.65290
                6229                4327                   8               2.240               0.040           -0.170000           0.0700000             1.69716
                6230                4365                  20               2.570               0.080           0.0500000           0.0900000             1.38235
                6231                4618                  18               2.660               0.070           -0.220000           0.0900000             1.39023
                6232                4978                   5               2.960               0.030           0.0300000           0.0500000             1.22063
                6233                5145                  18               2.540               0.050           -0.830000           0.0800000             1.69796
                6234                4614                  15               2.510               0.060           -0.360000           0.0800000             1.53872
                6235                4989                  10               3.370               0.040           -0.220000           0.0600000            0.814467
                6236                5061                  23               4.100               0.060            0.190000           0.0700000            0.109359
                6237                4164                   5               1.680               0.030           -0.460000           0.0500000             2.19046
                6238             5010.00             100.000             2.42000           0.0212132           -0.670000          0.00707106             1.77176
                6239                4950                  70               2.360               0.260           -0.660000           0.0800000             1.81083
                6240                4853                   8               3.400               0.030            0.180000           0.0500000            0.736454
                6241                4942                  15               3.250               0.050           -0.230000           0.0700000            0.918024
                6242                4346                   8               1.900               0.040           -0.300000           0.0500000             2.04477
                6243                4673                   5               2.450               0.020           -0.140000           0.0500000             1.62080
                6244                4515                   8               1.930               0.040           -0.510000           0.0600000             2.08104
                6245                4377                  10               2.090               0.040           -0.150000           0.0600000             1.86712
                6246                4860                   8               2.500               0.030           -0.150000           0.0500000             1.63896
                6247                4782                  10               2.740               0.040           -0.410000           0.0500000             1.37085
                6248             5100.00             100.000             3.75000            0.190919           0.0900000            0.141421            0.472693
                6249             4600.00             100.000             2.25000            0.212132          -0.0400000           0.0919239             1.79344
                6250                5047                  10               3.630               0.030          -0.0800000           0.0600000            0.574546
                6251             4800.00             100.000             2.55000           0.0424264            0.380000            0.134350             1.56738
                6252             4850.00             100.000             2.50000           0.0848527           -0.310000           0.0141421             1.63538
                6253             4350.00             100.000             2.23000            0.304056            0.380000            0.176777             1.71637
                6254             4300.00             100.000             1.68000            0.233345           -0.140000            0.212132             2.24629
                6255             4730.00             100.000             1.92000           0.0100000            -1.30000           0.0212133             2.17186
                6256             4155.00             100.000             1.75000            0.289914           -0.240000            0.197990             2.11670
                6257             4870.00             100.000             2.37000            0.115902           -0.250000           0.0862168             1.77253
                6258             4850.00             100.000             2.60000           0.0848527           -0.630000           0.0141421             1.53538
                6259             5070.00             100.000             2.45000           0.0353553           -0.690000           0.0282843             1.76244
                6260             4580.00             100.000             2.17000           0.0141421           -0.380000           0.0353553             1.86588
                6261             4625.00             100.000             1.19000            0.138684            -2.01000           0.0503322             2.86286
                6262             5070.00             100.000             3.50000            0.169706           -0.440000            0.106066            0.712445
                6263             4900.00             100.000             3.00000           0.0848527           -0.160000           0.0282843             1.15320
                6264             4750.00             100.000             2.50000           0.0353553            0.130000           0.0212132             1.59919
                6265             5000.00             100.000             3.30000            0.240416           -0.170000           0.0424264            0.888293
